Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
| time/                   |              |
|    fps                  | 1124         |
|    iterations           | 5            |
|    time_elapsed         | 4            |
|    total_timesteps      | 5120         |
| train/                  |              |
|    approx_kl            | 0.0040468955 |
|    clip_fraction        | 0.0237       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 0.0522       |
|    learning_rate        | 0.0003       |
|    loss                 | 1.1e+03      |
|    n_updates            | 16           |
|    policy_gradient_loss | -0.00147     |
|    std                  | 1            |
|    value_loss           | 1.5e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | -209         |
| time/                   |              |
|    fps                  | 1060         |
|    iterations           | 6            |
|    time_elapsed         | 5            |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0002068486 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 0.0854       |
|    learning_rate        | 0.0003       |
|    loss                 | 1.39e+03     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.000783    |
|    std                  | 1            |
|    value_loss           | 3.79e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | -207         |
| time/                   |              |
|    fps                  | 1033         |
|    iterations           | 7            |
|    time_elapsed         | 6            |
|    total_timesteps      | 7168         |
| train/                  |              |
|    approx_kl            | 0.0010968569 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | -0.000247    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.92e+03     |
|    n_updates            | 24           |
|    policy_gradient_loss | -0.00318     |
|    std                  | 0.998        |
|    value_loss           | 6.88e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 130          |
|    ep_rew_mean          | -205         |
| time/                   |              |
|    fps                  | 1001         |
|    iterations           | 8            |
|    time_elapsed         | 8            |
|    total_timesteps      | 8192         |
| train/                  |              |
|    approx_kl            | 0.0040387358 |
|    clip_fraction        | 0.0134       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -0.00183     |
|    learning_rate        | 0.0003       |
|    loss                 | 2.49e+03     |
|    n_updates            | 28           |
|    policy_gradient_loss | -0.00621     |
|    std                  | 0.998        |
|    value_loss           | 4e+03        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 131         |
|    ep_rew_mean          | -192        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 9           |
|    time_elapsed         | 9           |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.004978258 |
|    clip_fraction        | 0.0264      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0.00013     |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21e+03    |
|    n_updates            | 32          |
|    policy_gradient_loss | -0.00459    |
|    std                  | 1           |
|    value_loss           | 2.54e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 131          |
|    ep_rew_mean          | -195         |
| time/                   |              |
|    fps                  | 1008         |
|    iterations           | 10           |
|    time_elapsed         | 10           |
|    total_timesteps      | 10240        |
| train/                  |              |
|    approx_kl            | 0.0044347616 |
|    clip_fraction        | 0.0232       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 0.00555      |
|    learning_rate        | 0.0003       |
|    loss                 | 288          |
|    n_updates            | 36           |
|    policy_gradient_loss | -0.00679     |
|    std                  | 1.01         |
|    value_loss           | 802          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 132          |
|    ep_rew_mean          | -195         |
| time/                   |              |
|    fps                  | 982          |
|    iterations           | 11           |
|    time_elapsed         | 11           |
|    total_timesteps      | 11264        |
| train/                  |              |
|    approx_kl            | 0.0013957733 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | -0.0696      |
|    learning_rate        | 0.0003       |
|    loss                 | 2.19e+03     |
|    n_updates            | 40           |
|    policy_gradient_loss | -0.00333     |
|    std                  | 1.01         |
|    value_loss           | 4.79e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | -195        |
| time/                   |             |
|    fps                  | 988         |
|    iterations           | 12          |
|    time_elapsed         | 12          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.002362209 |
|    clip_fraction        | 0.00269     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | -0.00599    |
|    learning_rate        | 0.0003      |
|    loss                 | 2.02e+03    |
|    n_updates            | 44          |
|    policy_gradient_loss | -0.00216    |
|    std                  | 1.01        |
|    value_loss           | 2.87e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 131         |
|    ep_rew_mean          | -187        |
| time/                   |             |
|    fps                  | 955         |
|    iterations           | 13          |
|    time_elapsed         | 13          |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.003184637 |
|    clip_fraction        | 0.0103      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | -0.00203    |
|    learning_rate        | 0.0003      |
|    loss                 | 1.36e+03    |
|    n_updates            | 48          |
|    policy_gradient_loss | -0.00352    |
|    std                  | 1.01        |
|    value_loss           | 2.36e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 132          |
|    ep_rew_mean          | -173         |
| time/                   |              |
|    fps                  | 944          |
|    iterations           | 14           |
|    time_elapsed         | 15           |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0048317574 |
|    clip_fraction        | 0.0225       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | -0.00467     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.52e+03     |
|    n_updates            | 52           |
|    policy_gradient_loss | -0.00481     |
|    std                  | 1            |
|    value_loss           | 1.84e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | -161        |
| time/                   |             |
|    fps                  | 948         |
|    iterations           | 15          |
|    time_elapsed         | 16          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.004256466 |
|    clip_fraction        | 0.0376      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | -0.000412   |
|    learning_rate        | 0.0003      |
|    loss                 | 328         |
|    n_updates            | 56          |
|    policy_gradient_loss | -0.00103    |
|    std                  | 1.01        |
|    value_loss           | 742         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | -153         |
| time/                   |              |
|    fps                  | 938          |
|    iterations           | 16           |
|    time_elapsed         | 17           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0063982466 |
|    clip_fraction        | 0.0415       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.88        |
|    explained_variance   | -0.00399     |
|    learning_rate        | 0.0003       |
|    loss                 | 245          |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00261     |
|    std                  | 1.03         |
|    value_loss           | 484          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 128          |
|    ep_rew_mean          | -147         |
| time/                   |              |
|    fps                  | 947          |
|    iterations           | 17           |
|    time_elapsed         | 18           |
|    total_timesteps      | 17408        |
| train/                  |              |
|    approx_kl            | 0.0035681901 |
|    clip_fraction        | 0.0688       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.9         |
|    explained_variance   | -0.00176     |
|    learning_rate        | 0.0003       |
|    loss                 | 447          |
|    n_updates            | 64           |
|    policy_gradient_loss | -0.0017      |
|    std                  | 1.03         |
|    value_loss           | 699          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | -135         |
| time/                   |              |
|    fps                  | 954          |
|    iterations           | 18           |
|    time_elapsed         | 19           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0056686588 |
|    clip_fraction        | 0.083        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.91        |
|    explained_variance   | -0.000506    |
|    learning_rate        | 0.0003       |
|    loss                 | 340          |
|    n_updates            | 68           |
|    policy_gradient_loss | 0.00159      |
|    std                  | 1.04         |
|    value_loss           | 542          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | -127        |
| time/                   |             |
|    fps                  | 956         |
|    iterations           | 19          |
|    time_elapsed         | 20          |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.005738506 |
|    clip_fraction        | 0.0862      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.92       |
|    explained_variance   | -0.000865   |
|    learning_rate        | 0.0003      |
|    loss                 | 223         |
|    n_updates            | 72          |
|    policy_gradient_loss | -0.00102    |
|    std                  | 1.04        |
|    value_loss           | 742         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | -118         |
| time/                   |              |
|    fps                  | 962          |
|    iterations           | 20           |
|    time_elapsed         | 21           |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0035393666 |
|    clip_fraction        | 0.0171       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 0.00477      |
|    learning_rate        | 0.0003       |
|    loss                 | 330          |
|    n_updates            | 76           |
|    policy_gradient_loss | -0.00396     |
|    std                  | 1.05         |
|    value_loss           | 434          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | -113         |
| time/                   |              |
|    fps                  | 967          |
|    iterations           | 21           |
|    time_elapsed         | 22           |
|    total_timesteps      | 21504        |
| train/                  |              |
|    approx_kl            | 0.0003972905 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 0.00381      |
|    learning_rate        | 0.0003       |
|    loss                 | 148          |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.000465    |
|    std                  | 1.05         |
|    value_loss           | 412          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 135           |
|    ep_rew_mean          | -109          |
| time/                   |               |
|    fps                  | 968           |
|    iterations           | 22            |
|    time_elapsed         | 23            |
|    total_timesteps      | 22528         |
| train/                  |               |
|    approx_kl            | 0.00018581504 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.93         |
|    explained_variance   | -0.33         |
|    learning_rate        | 0.0003        |
|    loss                 | 808           |
|    n_updates            | 84            |
|    policy_gradient_loss | -0.000491     |
|    std                  | 1.05          |
|    value_loss           | 2.03e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | -97.7       |
| time/                   |             |
|    fps                  | 973         |
|    iterations           | 23          |
|    time_elapsed         | 24          |
|    total_timesteps      | 23552       |
| train/                  |             |
|    approx_kl            | 0.004082141 |
|    clip_fraction        | 0.0168      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.93       |
|    explained_variance   | -0.000461   |
|    learning_rate        | 0.0003      |
|    loss                 | 335         |
|    n_updates            | 88          |
|    policy_gradient_loss | -0.00243    |
|    std                  | 1.05        |
|    value_loss           | 619         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | -85          |
| time/                   |              |
|    fps                  | 979          |
|    iterations           | 24           |
|    time_elapsed         | 25           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0066622044 |
|    clip_fraction        | 0.0698       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | -5.78e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 215          |
|    n_updates            | 92           |
|    policy_gradient_loss | -0.00489     |
|    std                  | 1.05         |
|    value_loss           | 471          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 131          |
|    ep_rew_mean          | -75.5        |
| time/                   |              |
|    fps                  | 977          |
|    iterations           | 25           |
|    time_elapsed         | 26           |
|    total_timesteps      | 25600        |
| train/                  |              |
|    approx_kl            | 0.0021716603 |
|    clip_fraction        | 0.00342      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | -5.08e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 302          |
|    n_updates            | 96           |
|    policy_gradient_loss | -0.000756    |
|    std                  | 1.05         |
|    value_loss           | 599          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | -69.3        |
| time/                   |              |
|    fps                  | 981          |
|    iterations           | 26           |
|    time_elapsed         | 27           |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0049422956 |
|    clip_fraction        | 0.0159       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | -0.00258     |
|    learning_rate        | 0.0003       |
|    loss                 | 204          |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 1.05         |
|    value_loss           | 1.38e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | -63.9       |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 27          |
|    time_elapsed         | 28          |
|    total_timesteps      | 27648       |
| train/                  |             |
|    approx_kl            | 0.006738902 |
|    clip_fraction        | 0.0208      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.93       |
|    explained_variance   | -0.000114   |
|    learning_rate        | 0.0003      |
|    loss                 | 146         |
|    n_updates            | 104         |
|    policy_gradient_loss | -0.00102    |
|    std                  | 1.05        |
|    value_loss           | 349         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 136        |
|    ep_rew_mean          | -60.4      |
| time/                   |            |
|    fps                  | 983        |
|    iterations           | 28         |
|    time_elapsed         | 29         |
|    total_timesteps      | 28672      |
| train/                  |            |
|    approx_kl            | 0.00452137 |
|    clip_fraction        | 0.0254     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.93      |
|    explained_variance   | -1.26e-05  |
|    learning_rate        | 0.0003     |
|    loss                 | 301        |
|    n_updates            | 108        |
|    policy_gradient_loss | -0.00477   |
|    std                  | 1.05       |
|    value_loss           | 530        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | -64         |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 29          |
|    time_elapsed         | 30          |
|    total_timesteps      | 29696       |
| train/                  |             |
|    approx_kl            | 0.003795464 |
|    clip_fraction        | 0.00977     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.93       |
|    explained_variance   | -0.00362    |
|    learning_rate        | 0.0003      |
|    loss                 | 448         |
|    n_updates            | 112         |
|    policy_gradient_loss | -0.00337    |
|    std                  | 1.05        |
|    value_loss           | 1e+03       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 150          |
|    ep_rew_mean          | -63.1        |
| time/                   |              |
|    fps                  | 984          |
|    iterations           | 30           |
|    time_elapsed         | 31           |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0003906843 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | -0.000829    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.6e+03      |
|    n_updates            | 116          |
|    policy_gradient_loss | 0.000559     |
|    std                  | 1.05         |
|    value_loss           | 2.18e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 158         |
|    ep_rew_mean          | -64.6       |
| time/                   |             |
|    fps                  | 982         |
|    iterations           | 31          |
|    time_elapsed         | 32          |
|    total_timesteps      | 31744       |
| train/                  |             |
|    approx_kl            | 0.009606371 |
|    clip_fraction        | 0.0691      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.93       |
|    explained_variance   | -0.000141   |
|    learning_rate        | 0.0003      |
|    loss                 | 123         |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00687    |
|    std                  | 1.05        |
|    value_loss           | 446         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 156          |
|    ep_rew_mean          | -61.7        |
| time/                   |              |
|    fps                  | 985          |
|    iterations           | 32           |
|    time_elapsed         | 33           |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0016652102 |
|    clip_fraction        | 0.00342      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.94        |
|    explained_variance   | -0.000353    |
|    learning_rate        | 0.0003       |
|    loss                 | 518          |
|    n_updates            | 124          |
|    policy_gradient_loss | -0.00166     |
|    std                  | 1.05         |
|    value_loss           | 1.32e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 157         |
|    ep_rew_mean          | -60.7       |
| time/                   |             |
|    fps                  | 989         |
|    iterations           | 33          |
|    time_elapsed         | 34          |
|    total_timesteps      | 33792       |
| train/                  |             |
|    approx_kl            | 0.005606993 |
|    clip_fraction        | 0.05        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | -1.55e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 352         |
|    n_updates            | 128         |
|    policy_gradient_loss | -0.00921    |
|    std                  | 1.06        |
|    value_loss           | 688         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 171         |
|    ep_rew_mean          | -61.5       |
| time/                   |             |
|    fps                  | 987         |
|    iterations           | 34          |
|    time_elapsed         | 35          |
|    total_timesteps      | 34816       |
| train/                  |             |
|    approx_kl            | 0.008134613 |
|    clip_fraction        | 0.095       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | -7.46e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 187         |
|    n_updates            | 132         |
|    policy_gradient_loss | -0.00172    |
|    std                  | 1.06        |
|    value_loss           | 377         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 175          |
|    ep_rew_mean          | -61.8        |
| time/                   |              |
|    fps                  | 990          |
|    iterations           | 35           |
|    time_elapsed         | 36           |
|    total_timesteps      | 35840        |
| train/                  |              |
|    approx_kl            | 0.0049437312 |
|    clip_fraction        | 0.0276       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | -6.06e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.18e+03     |
|    n_updates            | 136          |
|    policy_gradient_loss | -0.00252     |
|    std                  | 1.06         |
|    value_loss           | 1.79e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 178         |
|    ep_rew_mean          | -59.8       |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 36          |
|    time_elapsed         | 37          |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.003379555 |
|    clip_fraction        | 0.01        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | -0.000151   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.51e+03    |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00283    |
|    std                  | 1.06        |
|    value_loss           | 1.88e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 179         |
|    ep_rew_mean          | -60.1       |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 37          |
|    time_elapsed         | 38          |
|    total_timesteps      | 37888       |
| train/                  |             |
|    approx_kl            | 0.003988143 |
|    clip_fraction        | 0.0183      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | -8.46e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.2e+03     |
|    n_updates            | 144         |
|    policy_gradient_loss | -0.00562    |
|    std                  | 1.05        |
|    value_loss           | 1.76e+03    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 183        |
|    ep_rew_mean          | -57.8      |
| time/                   |            |
|    fps                  | 994        |
|    iterations           | 38         |
|    time_elapsed         | 39         |
|    total_timesteps      | 38912      |
| train/                  |            |
|    approx_kl            | 0.00502497 |
|    clip_fraction        | 0.03       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.94      |
|    explained_variance   | -0.00012   |
|    learning_rate        | 0.0003     |
|    loss                 | 295        |
|    n_updates            | 148        |
|    policy_gradient_loss | -0.00122   |
|    std                  | 1.06       |
|    value_loss           | 503        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 191          |
|    ep_rew_mean          | -54.9        |
| time/                   |              |
|    fps                  | 991          |
|    iterations           | 39           |
|    time_elapsed         | 40           |
|    total_timesteps      | 39936        |
| train/                  |              |
|    approx_kl            | 0.0033906433 |
|    clip_fraction        | 0.0127       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | -4.99e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 397          |
|    n_updates            | 152          |
|    policy_gradient_loss | -4.25e-05    |
|    std                  | 1.06         |
|    value_loss           | 698          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -55.1        |
| time/                   |              |
|    fps                  | 981          |
|    iterations           | 40           |
|    time_elapsed         | 41           |
|    total_timesteps      | 40960        |
| train/                  |              |
|    approx_kl            | 0.0060440945 |
|    clip_fraction        | 0.051        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | -5.45e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 156          |
|    n_updates            | 156          |
|    policy_gradient_loss | -0.00541     |
|    std                  | 1.06         |
|    value_loss           | 332          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 208         |
|    ep_rew_mean          | -53         |
| time/                   |             |
|    fps                  | 981         |
|    iterations           | 41          |
|    time_elapsed         | 42          |
|    total_timesteps      | 41984       |
| train/                  |             |
|    approx_kl            | 0.006702463 |
|    clip_fraction        | 0.0435      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | -2.3e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 166         |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0042     |
|    std                  | 1.06        |
|    value_loss           | 279         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 208         |
|    ep_rew_mean          | -48.4       |
| time/                   |             |
|    fps                  | 970         |
|    iterations           | 42          |
|    time_elapsed         | 44          |
|    total_timesteps      | 43008       |
| train/                  |             |
|    approx_kl            | 0.009359963 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | -1.13e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 96.8        |
|    n_updates            | 164         |
|    policy_gradient_loss | -0.00402    |
|    std                  | 1.06        |
|    value_loss           | 289         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 216          |
|    ep_rew_mean          | -46.5        |
| time/                   |              |
|    fps                  | 970          |
|    iterations           | 43           |
|    time_elapsed         | 45           |
|    total_timesteps      | 44032        |
| train/                  |              |
|    approx_kl            | 9.080145e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | -8.11e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 636          |
|    n_updates            | 168          |
|    policy_gradient_loss | -0.000286    |
|    std                  | 1.06         |
|    value_loss           | 1.27e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 215         |
|    ep_rew_mean          | -44.5       |
| time/                   |             |
|    fps                  | 968         |
|    iterations           | 44          |
|    time_elapsed         | 46          |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.008261971 |
|    clip_fraction        | 0.0757      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | 8.14e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 96.6        |
|    n_updates            | 172         |
|    policy_gradient_loss | -0.00194    |
|    std                  | 1.06        |
|    value_loss           | 226         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 215          |
|    ep_rew_mean          | -44.7        |
| time/                   |              |
|    fps                  | 961          |
|    iterations           | 45           |
|    time_elapsed         | 47           |
|    total_timesteps      | 46080        |
| train/                  |              |
|    approx_kl            | 0.0066602463 |
|    clip_fraction        | 0.082        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | -6.31e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 338          |
|    n_updates            | 176          |
|    policy_gradient_loss | -0.00658     |
|    std                  | 1.06         |
|    value_loss           | 1.1e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 222          |
|    ep_rew_mean          | -42.2        |
